account_id,company_name,industry,company_size,icp_fit_score,trigger_event,days_since_last_touch,existing_customer,any_converted,max_prob,account_ptb_label,gtm_fit_label
ACC-001149,Todd PLC,Retail,1-50,0.396,tech_refresh,23,True,1.0,0.7841,0,0
ACC-001150,Gilbert Group,Technology,51-200,0.538,funding_round,124,False,1.0,0.8082,1,0
ACC-001151,Thompson LLC,Manufacturing,1-50,0.292,compliance_mandate,11,False,1.0,0.747,0,0
ACC-001152,Burns-Casey,Financial Services,51-200,0.997,leadership_change,92,False,1.0,0.8693,1,1
ACC-001153,Watkins PLC,Financial Services,201-1000,1.0,none,82,False,1.0,0.4681,1,1
ACC-001154,Myers-Potts,Technology,51-200,0.576,none,5,False,1.0,0.5396,1,0
ACC-001155,"Edwards, Barron and Mejia",Insurance,201-1000,0.632,none,36,False,1.0,0.7157,1,0
ACC-001156,Patton-Santiago,Legal,1-50,0.762,none,15,True,1.0,0.8371,1,1
ACC-001157,Obrien Inc,Financial Services,51-200,0.895,none,85,False,0.0,,0,1
ACC-001158,"Berger, Gonzalez and Russell",Manufacturing,51-200,0.539,compliance_mandate,53,False,1.0,0.8289,1,0
ACC-001159,Howard-Webb,Real Estate,1001-5000,1.0,compliance_mandate,15,True,1.0,0.6973,1,1
ACC-001160,"Cantu, Robinson and Kelley",Legal,51-200,0.785,leadership_change,52,False,1.0,0.761,1,1
ACC-001161,Sparks-Vaughn,Retail,51-200,0.412,funding_round,31,False,1.0,0.714,0,0
ACC-001162,Taylor PLC,Financial Services,51-200,0.968,none,9,False,1.0,0.6838,1,1
ACC-001163,Davis PLC,Retail,1-50,0.27,compliance_mandate,16,False,1.0,0.4742,0,0
ACC-001164,"Washington, Melton and Andrews",Manufacturing,1001-5000,0.408,funding_round,10,True,1.0,0.5357,0,0
ACC-001165,Morgan-Cole,Insurance,201-1000,0.816,none,36,False,1.0,0.691,1,1
ACC-001166,"Jones, Terrell and Freeman",Financial Services,1001-5000,0.967,tech_refresh,68,False,1.0,0.8555,1,1
ACC-001167,"Sherman, Rich and Flores",Technology,201-1000,0.584,tech_refresh,11,False,0.0,0.5223,0,0
ACC-001168,"Barker, Malone and Munoz",Legal,1-50,1.0,none,17,False,1.0,0.7633,1,1
ACC-001169,Thomas-Conley,Government,51-200,0.38,tech_refresh,25,False,1.0,0.6516,0,0
ACC-001170,Moore Ltd,Technology,201-1000,0.449,tech_refresh,2,False,1.0,0.6707,0,0
ACC-001171,Wilson Inc,Government,51-200,0.643,none,16,False,1.0,0.6817,1,0
ACC-001172,"Smith, Barber and Hart",Healthcare,51-200,0.898,funding_round,7,False,1.0,0.4138,1,1
ACC-001173,King-Young,Healthcare,5000+,0.738,none,26,False,0.0,0.1742,0,1
ACC-001174,Wright-Bailey,Healthcare,51-200,0.619,none,9,False,0.0,0.7019,0,0
ACC-001175,Harding Ltd,Insurance,5000+,0.629,none,17,True,1.0,0.873,1,0
ACC-001176,Maldonado Ltd,Technology,51-200,0.565,leadership_change,47,False,0.0,0.7435,0,0
ACC-001177,"Hall, Patterson and Rose",Healthcare,5000+,0.689,none,33,True,0.0,0.2309,0,1
ACC-001178,Jones-Edwards,Financial Services,201-1000,0.911,compliance_mandate,8,False,1.0,0.891,1,1
ACC-001179,"Santana, Best and Rodriguez",Manufacturing,1-50,0.501,none,118,True,1.0,0.3812,1,0
ACC-001180,"Brock, Morris and Reed",Manufacturing,1-50,0.42,none,2,False,1.0,0.6114,0,0
ACC-001181,Harvey Group,Government,51-200,0.73,funding_round,6,False,1.0,0.5584,1,1
ACC-001182,Mcguire-Camacho,Retail,201-1000,0.348,funding_round,13,False,1.0,0.722,0,0
ACC-001183,Hill PLC,Insurance,201-1000,0.858,leadership_change,67,False,1.0,0.6964,1,1
ACC-001184,Ochoa Ltd,Real Estate,201-1000,0.963,none,48,False,1.0,0.6765,1,1
ACC-001185,"Blake, Williams and Powell",Government,1-50,0.677,compliance_mandate,7,False,1.0,0.8284,1,1
ACC-001186,King-Villegas,Retail,51-200,0.264,tech_refresh,16,False,1.0,0.5524,0,0
ACC-001187,"Campbell, Solis and Williams",Retail,1-50,0.291,none,0,True,1.0,0.8766,0,0
ACC-001188,Perez-Valenzuela,Insurance,1-50,0.858,none,72,False,1.0,0.5954,1,1
ACC-001189,Porter Group,Legal,1-50,0.92,leadership_change,18,False,1.0,0.749,1,1
ACC-001190,"Sandoval, Henry and Wright",Healthcare,5000+,0.649,none,11,False,1.0,0.7037,1,0
ACC-001191,Johnson Group,Healthcare,1-50,0.611,none,0,False,1.0,0.7238,1,0
ACC-001192,Knight-Miller,Manufacturing,1001-5000,0.405,funding_round,12,False,0.0,0.4417,0,0
ACC-001193,"Anderson, Donaldson and Jones",Financial Services,201-1000,0.941,compliance_mandate,14,False,1.0,0.9161,1,1
ACC-001194,"Harvey, White and Lyons",Technology,1-50,0.725,leadership_change,24,True,1.0,0.8145,1,1
ACC-001195,Perez-Martinez,Legal,1001-5000,0.691,none,15,True,1.0,0.7572,1,1
ACC-001196,Nguyen-Hughes,Financial Services,1-50,0.824,none,79,False,1.0,0.7265,1,1
ACC-001197,"Roberson, Harris and Rosales",Financial Services,201-1000,0.783,none,17,False,1.0,0.7453,1,1
ACC-001198,Morrow-Mckay,Government,201-1000,0.55,none,97,True,0.0,0.5073,0,0
ACC-001199,Zavala-Willis,Insurance,1001-5000,0.745,leadership_change,68,False,1.0,0.8765,1,1
ACC-001200,Smith Group,Financial Services,1001-5000,1.0,none,7,False,1.0,0.4628,1,1
ACC-001201,Hughes Inc,Healthcare,201-1000,0.663,none,95,True,1.0,0.6643,1,1
ACC-001202,"Hill, Pena and Rojas",Financial Services,201-1000,0.833,funding_round,64,False,0.0,0.0644,0,1
ACC-001203,Rodriguez-Martinez,Technology,51-200,0.6,compliance_mandate,20,False,0.0,0.4881,0,0
ACC-001204,"Dickerson, Mccarthy and Bradshaw",Manufacturing,1-50,0.475,compliance_mandate,41,False,1.0,0.7919,0,0
ACC-001205,Friedman Inc,Technology,51-200,0.269,leadership_change,61,False,1.0,0.5248,0,0
ACC-001206,Ferguson-Ramirez,Legal,5000+,1.0,none,20,True,1.0,0.8949,1,1
ACC-001207,Jones-Schmidt,Manufacturing,51-200,0.263,none,16,False,0.0,0.6467,0,0
ACC-001208,Reynolds and Sons,Government,201-1000,0.596,compliance_mandate,59,False,1.0,0.736,1,0
ACC-001209,Jones-Nixon,Legal,201-1000,0.77,none,41,False,1.0,0.7718,1,1
ACC-001210,Wiley Inc,Financial Services,51-200,0.822,none,5,False,1.0,0.5237,1,1
ACC-001211,"Brown, Martin and Newton",Healthcare,51-200,0.705,none,9,False,0.0,0.3858,0,1
ACC-001212,"Boyd, Villarreal and Williams",Technology,5000+,0.505,funding_round,126,False,1.0,0.6737,1,0
ACC-001213,Dorsey LLC,Financial Services,51-200,0.712,none,0,True,1.0,0.5318,1,1
ACC-001214,Lucas-Scott,Real Estate,201-1000,0.859,none,45,True,1.0,0.7143,1,1
ACC-001215,Miles Ltd,Financial Services,1-50,0.833,tech_refresh,5,True,1.0,0.8716,1,1
ACC-001216,"Brooks, Robinson and Harvey",Real Estate,1001-5000,0.846,none,2,False,1.0,0.7409,1,1
ACC-001217,Johnston-Hall,Government,1001-5000,0.537,none,12,False,1.0,0.795,1,0
ACC-001218,"Costa, Walton and Hernandez",Real Estate,1001-5000,0.763,none,47,False,1.0,0.5864,1,1
ACC-001219,"Bailey, Herrera and George",Technology,5000+,0.533,none,19,False,1.0,0.7166,1,0
ACC-001220,Lopez-Smith,Healthcare,201-1000,0.643,none,59,True,0.0,0.3397,0,0
ACC-001221,Frey-Bright,Real Estate,201-1000,0.796,none,80,False,0.0,0.6892,0,1
ACC-001222,Mcgee LLC,Legal,51-200,1.0,leadership_change,23,False,0.0,0.7778,0,1
ACC-001223,Calderon Inc,Government,51-200,0.57,none,12,True,1.0,0.4428,1,0
ACC-001224,Brown and Sons,Technology,201-1000,0.39,none,150,False,0.0,0.2906,0,0
ACC-001225,Hawkins-Schultz,Real Estate,51-200,0.89,none,45,True,1.0,0.967,1,1
ACC-001226,Allen and Sons,Manufacturing,51-200,0.379,none,13,False,0.0,0.172,0,0
ACC-001227,Bradshaw Ltd,Legal,1-50,0.701,tech_refresh,48,False,0.0,0.2629,0,1
ACC-001228,"Jenkins, Dickerson and Edwards",Legal,1-50,1.0,funding_round,1,False,1.0,0.8778,1,1
ACC-001229,Clark-Campbell,Technology,201-1000,0.786,none,17,False,1.0,0.6412,1,1
ACC-001230,"Espinoza, Conner and Long",Government,51-200,0.55,none,26,False,1.0,0.6183,1,0
ACC-001231,"Kirk, Lewis and Ponce",Insurance,1001-5000,0.812,tech_refresh,55,False,1.0,0.9551,1,1
ACC-001232,"Wilson, Hawkins and Santos",Legal,1-50,1.0,none,10,False,1.0,0.7502,1,1
ACC-001233,Roman-Cox,Manufacturing,5000+,0.268,leadership_change,17,True,1.0,0.5004,0,0
ACC-001234,"Casey, Anthony and Johnson",Financial Services,1-50,0.72,none,4,False,1.0,0.7753,1,1
ACC-001235,Wilson-Chambers,Real Estate,1001-5000,0.652,none,89,False,1.0,0.6901,1,1
ACC-001236,Pham Ltd,Legal,1-50,0.861,funding_round,16,False,1.0,0.8622,1,1
ACC-001237,"Shaw, Clark and Williams",Technology,51-200,0.744,none,37,True,1.0,0.8428,1,1
ACC-001238,"Macias, Chang and Smith",Insurance,201-1000,0.93,none,30,False,1.0,0.6855,1,1
ACC-001239,Steele Ltd,Legal,1001-5000,0.781,tech_refresh,28,False,1.0,0.6574,1,1
ACC-001240,Thompson Inc,Government,201-1000,0.782,none,2,False,1.0,0.8002,1,1
ACC-001241,"Sexton, Smith and Baker",Manufacturing,1-50,0.172,tech_refresh,2,False,1.0,0.6711,0,0
ACC-001242,Mclaughlin-Cruz,Technology,51-200,0.538,leadership_change,24,False,1.0,0.315,1,0
ACC-001243,Barker-Mosley,Insurance,1001-5000,0.964,compliance_mandate,18,False,1.0,0.4889,1,1
ACC-001244,"Clayton, Rodriguez and Villanueva",Legal,201-1000,1.0,leadership_change,115,False,0.0,0.8463,0,1
ACC-001245,Perkins-Holland,Manufacturing,201-1000,0.413,funding_round,33,False,1.0,0.7393,0,0
ACC-001246,"Montes, Ferguson and Reed",Manufacturing,51-200,0.354,none,4,False,1.0,0.5426,0,0
ACC-001247,Carpenter Inc,Real Estate,51-200,0.655,none,25,False,1.0,0.3203,1,1
ACC-001248,Shepherd and Sons,Legal,201-1000,1.0,tech_refresh,23,True,0.0,0.6291,0,1
ACC-001249,"Hobbs, Hernandez and Fletcher",Retail,1-50,0.612,none,17,False,1.0,0.4043,1,0
ACC-001250,Garcia LLC,Insurance,201-1000,0.61,leadership_change,47,False,1.0,0.8035,1,0
ACC-001251,Lyons Ltd,Real Estate,51-200,0.987,none,69,False,1.0,0.6818,1,1
ACC-001252,Ross LLC,Financial Services,1-50,0.717,none,160,False,1.0,0.5704,1,1
ACC-001253,Madden and Sons,Technology,1-50,0.639,none,2,False,0.0,,0,0
ACC-001254,Salinas LLC,Legal,1-50,1.0,funding_round,46,False,1.0,0.6288,1,1
ACC-001255,Parrish-Wang,Technology,1-50,0.493,funding_round,1,False,1.0,0.5614,0,0
ACC-001256,Peters-Mcclain,Government,201-1000,0.731,tech_refresh,6,False,1.0,0.7787,1,1
ACC-001257,King-Stephenson,Healthcare,51-200,0.656,funding_round,0,True,1.0,0.8658,1,1
ACC-001258,Forbes PLC,Insurance,1-50,0.676,none,62,False,1.0,0.4453,1,1
ACC-001259,Roberson-Cooper,Healthcare,201-1000,0.683,compliance_mandate,19,False,1.0,0.6548,1,1
ACC-001260,Barton-Perez,Financial Services,51-200,0.822,compliance_mandate,41,False,1.0,0.8947,1,1
ACC-001261,Shepherd-Fletcher,Insurance,1-50,0.752,none,4,False,1.0,0.7173,1,1
ACC-001262,"Wade, Johnston and Turner",Manufacturing,201-1000,0.355,tech_refresh,25,True,1.0,0.8652,0,0
ACC-001263,"Briggs, Hall and Neal",Financial Services,1-50,0.814,tech_refresh,48,False,1.0,0.7376,1,1
ACC-001264,"Allen, Hanson and Bates",Insurance,1-50,0.714,funding_round,19,False,1.0,0.564,1,1
ACC-001265,Nelson Ltd,Technology,1001-5000,0.551,none,3,True,1.0,0.868,1,0
ACC-001266,Thomas-Garcia,Technology,201-1000,0.395,leadership_change,26,False,1.0,0.6928,0,0
ACC-001267,Bailey PLC,Healthcare,201-1000,0.58,none,11,False,1.0,0.7295,1,0
ACC-001268,"Ortega, Rose and Farmer",Insurance,51-200,0.889,none,18,False,1.0,0.7265,1,1
ACC-001269,Lyons-Bishop,Insurance,1-50,0.645,none,4,False,1.0,0.8422,1,0
ACC-001270,Curry LLC,Legal,1-50,0.995,none,10,True,1.0,0.925,1,1
ACC-001271,Chapman and Sons,Government,1-50,0.476,none,80,False,1.0,0.7436,0,0
ACC-001272,Johnston-Irwin,Technology,51-200,0.663,funding_round,9,False,1.0,0.4476,1,1
ACC-001273,Kidd PLC,Insurance,51-200,0.606,none,5,False,0.0,0.6459,0,0
ACC-001274,Smith-Rodriguez,Real Estate,5000+,0.856,compliance_mandate,29,False,1.0,0.8192,1,1
ACC-001275,"Cabrera, Lewis and Hendrix",Healthcare,201-1000,0.656,leadership_change,17,True,1.0,0.8536,1,1
ACC-001276,"Rogers, Douglas and Garcia",Insurance,51-200,0.554,compliance_mandate,34,False,1.0,0.747,1,0
ACC-001277,Jefferson-Walker,Legal,1-50,0.743,none,10,True,1.0,0.7237,1,1
ACC-001278,"Simpson, Baker and Welch",Government,1-50,0.482,none,11,True,1.0,0.8063,0,0
ACC-001279,House Group,Real Estate,201-1000,0.632,none,12,False,1.0,0.5614,1,0
ACC-001280,Perkins-Jackson,Manufacturing,201-1000,0.363,compliance_mandate,60,False,1.0,0.7021,0,0
ACC-001281,"Carroll, Glover and Sanchez",Manufacturing,201-1000,0.207,funding_round,23,True,1.0,0.6012,0,0
ACC-001282,"Cain, Park and Rodriguez",Legal,1001-5000,0.991,tech_refresh,28,False,1.0,0.7812,1,1
ACC-001283,"Martin, Copeland and Torres",Insurance,1001-5000,0.864,none,42,True,1.0,0.9437,1,1
ACC-001284,Freeman Group,Insurance,51-200,0.664,none,6,False,0.0,0.2801,0,1
ACC-001285,"Hernandez, Gray and Turner",Real Estate,1-50,0.855,leadership_change,28,True,1.0,0.8736,1,1
ACC-001286,Hill-Fritz,Government,201-1000,0.73,leadership_change,69,False,1.0,0.8488,1,1
ACC-001287,Rose-Mccormick,Government,51-200,0.773,tech_refresh,48,False,1.0,0.7792,1,1
ACC-001288,"Adams, Simmons and Ross",Healthcare,1001-5000,0.843,none,11,False,1.0,0.7834,1,1
ACC-001289,Lewis Ltd,Retail,51-200,0.448,leadership_change,86,False,0.0,0.3361,0,0
ACC-001290,Davis Ltd,Real Estate,1-50,0.84,none,3,False,1.0,0.4697,1,1
ACC-001291,"Harmon, Smith and Luna",Retail,201-1000,0.363,none,0,True,1.0,0.7273,0,0
ACC-001292,"Reese, Park and Chen",Government,5000+,0.514,none,31,False,1.0,0.6951,1,0
ACC-001293,Edwards Group,Insurance,51-200,0.56,none,12,False,1.0,0.594,1,0
ACC-001294,Hunt PLC,Legal,201-1000,0.853,none,74,False,1.0,0.8505,1,1
ACC-001295,"White, Thompson and Navarro",Healthcare,201-1000,0.553,none,50,False,1.0,0.645,1,0
ACC-001296,"Cannon, Fuentes and Riley",Government,51-200,0.42,none,12,False,0.0,,0,0
ACC-001297,Chan Ltd,Retail,1-50,0.378,funding_round,1,False,1.0,0.8192,0,0
ACC-001298,Hopkins-Pennington,Insurance,201-1000,0.817,none,41,False,1.0,0.8553,1,1
ACC-001299,"Preston, Klein and Cooley",Manufacturing,1-50,0.588,none,12,False,0.0,0.6079,0,0
ACC-001300,Rush-Barnes,Government,201-1000,0.687,none,4,True,1.0,0.7575,1,1
ACC-001301,Stephens Group,Healthcare,5000+,0.713,none,11,False,1.0,0.4507,1,1
ACC-001302,"Rivas, Coleman and Leach",Retail,201-1000,0.579,funding_round,4,False,1.0,0.571,1,0
ACC-001303,Luna-Roth,Manufacturing,51-200,0.42,leadership_change,3,False,1.0,0.5161,0,0
ACC-001304,Vasquez-Delacruz,Healthcare,1-50,0.677,funding_round,11,False,1.0,0.6215,1,1
ACC-001305,Zamora-Brown,Government,1001-5000,0.327,none,5,False,0.0,0.2789,0,0
ACC-001306,Smith-Maxwell,Real Estate,201-1000,0.925,compliance_mandate,8,False,1.0,0.6507,1,1
ACC-001307,"Ellis, Morris and Harris",Insurance,1-50,0.667,none,29,False,1.0,0.589,1,1
ACC-001308,Morgan-Miles,Real Estate,51-200,0.9,tech_refresh,2,False,1.0,0.6049,1,1
ACC-001309,"Williams, Benson and Perry",Insurance,201-1000,0.745,none,60,False,1.0,0.7693,1,1
ACC-001310,Allen-Nelson,Technology,201-1000,0.674,none,22,False,1.0,0.7674,1,1
ACC-001311,"Nixon, Long and Castro",Retail,1001-5000,0.47,none,13,True,1.0,0.5469,0,0
ACC-001312,Mueller-Quinn,Healthcare,1-50,0.471,none,55,False,1.0,0.7205,0,0
ACC-001313,Clark-Brown,Real Estate,201-1000,0.631,tech_refresh,4,False,1.0,0.852,1,0
ACC-001314,Carrillo Group,Retail,1001-5000,0.462,none,31,True,1.0,0.7638,0,0
ACC-001315,Jackson-Turner,Manufacturing,201-1000,0.452,none,29,False,1.0,0.6518,0,0
ACC-001316,Marsh-Clarke,Healthcare,201-1000,0.558,none,93,False,1.0,0.6864,1,0
ACC-001317,Hayes Inc,Real Estate,51-200,0.901,none,1,False,1.0,0.5895,1,1
ACC-001318,Lee LLC,Insurance,201-1000,0.818,tech_refresh,2,False,1.0,0.4847,1,1
ACC-001319,"Sherman, Sexton and Foley",Insurance,51-200,0.895,compliance_mandate,21,False,1.0,0.9084,1,1
ACC-001320,"Tyler, Chase and Stephens",Manufacturing,1001-5000,0.466,none,9,False,0.0,0.3676,0,0
ACC-001321,Knox-Underwood,Real Estate,51-200,0.841,compliance_mandate,0,False,1.0,0.9464,1,1
ACC-001322,Giles and Sons,Retail,51-200,0.615,none,3,True,0.0,,0,0
ACC-001323,Patterson LLC,Technology,1-50,0.735,funding_round,39,False,1.0,0.9085,1,1
ACC-001324,Sims-Mullen,Government,1-50,0.577,funding_round,8,False,1.0,0.7388,1,0
ACC-001325,Huff LLC,Retail,1001-5000,0.472,none,2,True,1.0,0.7232,0,0
ACC-001326,Perez Group,Government,1001-5000,0.471,none,36,False,0.0,0.5119,0,0
ACC-001327,Robinson Inc,Government,1001-5000,0.532,none,5,False,1.0,0.624,1,0
ACC-001328,"Kim, Davis and Davis",Real Estate,51-200,0.865,none,108,True,1.0,0.5062,1,1
ACC-001329,"Nunez, Case and Yates",Real Estate,1-50,0.892,none,4,True,1.0,0.655,1,1
ACC-001330,Gutierrez-Miller,Technology,1-50,0.5,none,17,False,1.0,0.5829,0,0
ACC-001331,Oconnor PLC,Legal,1001-5000,0.89,none,8,False,0.0,0.4272,0,1
ACC-001332,"Wright, Johnson and Velasquez",Healthcare,51-200,0.556,none,23,False,1.0,0.419,1,0
ACC-001333,"Williams, Villarreal and Reyes",Legal,51-200,1.0,leadership_change,23,True,0.0,0.2693,0,1
ACC-001334,Martinez Inc,Healthcare,201-1000,0.79,none,12,False,1.0,0.5363,1,1
ACC-001335,"Porter, Davis and Jackson",Manufacturing,1-50,0.582,none,9,False,0.0,,0,0
ACC-001336,Vincent Ltd,Healthcare,1-50,0.493,none,31,False,1.0,0.8225,0,0
ACC-001337,Holt Inc,Retail,1001-5000,0.343,leadership_change,2,True,0.0,0.2773,0,0
ACC-001338,White-Campbell,Real Estate,1-50,0.714,none,73,False,1.0,0.8866,1,1
ACC-001339,Whitaker-Anderson,Real Estate,1001-5000,0.936,none,0,False,1.0,0.501,1,1
ACC-001340,"Keith, Avila and Walker",Retail,51-200,0.328,none,8,False,1.0,0.5816,0,0
ACC-001341,Spencer Ltd,Manufacturing,51-200,0.531,tech_refresh,49,False,1.0,0.6105,1,0
ACC-001342,"Bryant, Henderson and Brown",Manufacturing,1-50,0.42,none,20,True,1.0,0.6512,0,0
ACC-001343,Mueller-Rodriguez,Government,1001-5000,0.75,none,36,True,0.0,0.6332,0,1
ACC-001344,"Hays, Morgan and Carter",Insurance,51-200,0.677,compliance_mandate,12,False,1.0,0.8074,1,1
ACC-001345,"Salinas, Hall and Clements",Government,51-200,0.647,none,24,False,0.0,0.5855,0,0
ACC-001346,"Gutierrez, Scott and Carlson",Real Estate,51-200,0.809,leadership_change,41,False,0.0,,0,1
ACC-001347,"Ryan, Baker and Mclean",Insurance,1-50,0.745,none,0,False,1.0,0.7351,1,1
ACC-001348,Compton-Pacheco,Technology,201-1000,0.462,compliance_mandate,48,False,1.0,0.4294,0,0
ACC-001349,Mullins-Johnston,Insurance,51-200,0.771,none,34,False,1.0,0.7003,1,1
ACC-001350,"Walters, Larsen and Kelley",Manufacturing,51-200,0.417,leadership_change,42,False,1.0,0.7321,0,0
ACC-001351,Hoffman-Ballard,Healthcare,201-1000,0.808,funding_round,31,True,1.0,0.79,1,1
ACC-001352,"Wilson, Kline and Ortiz",Retail,201-1000,0.408,compliance_mandate,27,False,0.0,0.4898,0,0
ACC-001353,Atkinson-Martinez,Retail,1-50,0.56,none,20,True,1.0,0.883,1,0
ACC-001354,Gardner PLC,Legal,1-50,0.98,leadership_change,19,True,1.0,0.7868,1,1
ACC-001355,Roberson-Wood,Healthcare,1-50,0.804,none,2,False,0.0,0.3509,0,1
ACC-001356,Taylor Group,Retail,51-200,0.145,none,14,False,1.0,0.7849,0,0
ACC-001357,Clements Ltd,Insurance,51-200,0.707,tech_refresh,51,False,1.0,0.5883,1,1
ACC-001358,Nguyen-Rogers,Technology,1-50,0.698,none,27,False,1.0,0.7251,1,1
ACC-001359,Johnson Inc,Technology,1-50,0.712,leadership_change,12,False,1.0,0.7497,1,1
ACC-001360,"Collins, Sanchez and Barron",Technology,1001-5000,0.525,tech_refresh,67,True,1.0,0.8146,1,0
ACC-001361,"Acosta, Bailey and Spencer",Legal,51-200,0.869,compliance_mandate,2,False,1.0,0.8306,1,1
ACC-001362,Johnson Group,Healthcare,5000+,0.631,tech_refresh,3,False,1.0,0.8072,1,0
ACC-001363,"Gray, Jackson and Perez",Insurance,1-50,0.602,tech_refresh,1,True,0.0,0.6606,0,0
ACC-001364,Hopkins and Sons,Government,1-50,0.307,none,30,False,1.0,0.2048,0,0
ACC-001365,Stewart-Gomez,Real Estate,51-200,0.822,tech_refresh,83,False,1.0,0.7447,1,1
ACC-001366,"Moses, Walker and Wright",Financial Services,1001-5000,0.623,compliance_mandate,142,False,1.0,0.5687,1,0
ACC-001367,Lewis and Sons,Real Estate,1-50,0.691,none,18,False,0.0,0.6211,0,1
ACC-001368,"Tate, Pratt and Hudson",Financial Services,51-200,0.76,compliance_mandate,42,False,1.0,0.4818,1,1
ACC-001369,Marquez Group,Insurance,1-50,0.816,compliance_mandate,7,False,1.0,0.7508,1,1
ACC-001370,Brown LLC,Financial Services,51-200,0.83,compliance_mandate,7,False,1.0,0.8272,1,1
ACC-001371,Moore and Sons,Retail,201-1000,0.49,none,130,True,1.0,0.7581,0,0
ACC-001372,Bauer and Sons,Retail,51-200,0.541,tech_refresh,67,True,1.0,0.9226,1,0
ACC-001373,"Smith, Moore and Jones",Healthcare,1001-5000,0.637,leadership_change,13,False,0.0,0.3993,0,0
ACC-001374,Scott-Lester,Real Estate,1-50,0.52,tech_refresh,18,False,1.0,0.7508,1,0
ACC-001375,Leblanc-Carrillo,Healthcare,1-50,0.691,none,80,False,1.0,0.8312,1,1
ACC-001376,"Henderson, Harper and Mcgee",Financial Services,1-50,0.831,none,30,False,0.0,0.6337,0,1
ACC-001377,Pittman-Mason,Legal,1-50,0.953,none,1,False,1.0,0.9107,1,1
ACC-001378,"Caldwell, Chavez and Parker",Healthcare,201-1000,0.695,funding_round,58,False,0.0,,0,1
ACC-001379,Knapp-Rubio,Government,201-1000,0.477,none,8,False,1.0,0.5859,0,0
ACC-001380,Foster-Watson,Technology,201-1000,0.564,tech_refresh,7,False,0.0,,0,0
ACC-001381,Andrews-Sanchez,Real Estate,51-200,0.915,none,18,False,1.0,0.639,1,1
ACC-001382,"Wood, Ramsey and West",Healthcare,5000+,0.428,funding_round,46,False,1.0,0.6462,0,0
ACC-001383,Robinson-Hall,Insurance,1-50,0.688,none,41,False,1.0,0.7254,1,1
ACC-001384,Hatfield-Robinson,Real Estate,1-50,0.727,none,9,False,1.0,0.7624,1,1
ACC-001385,Rollins-Clark,Real Estate,51-200,0.71,compliance_mandate,5,False,1.0,0.7088,1,1
ACC-001386,Young Group,Insurance,51-200,0.865,funding_round,15,False,1.0,0.8583,1,1
ACC-001387,Nunez-Sanders,Healthcare,1-50,0.47,none,5,False,1.0,0.3968,0,0
ACC-001388,Cook PLC,Real Estate,51-200,0.979,none,0,False,1.0,0.8564,1,1
ACC-001389,"Scott, Brown and Lewis",Government,1001-5000,0.562,none,9,False,1.0,0.6857,1,0
ACC-001390,Simmons Group,Legal,51-200,1.0,none,15,False,1.0,0.7366,1,1
ACC-001391,Smith-Nguyen,Financial Services,201-1000,0.802,funding_round,52,False,1.0,0.7887,1,1
ACC-001392,"Craig, Rodriguez and Butler",Manufacturing,1001-5000,0.423,leadership_change,36,True,0.0,,0,0
ACC-001393,Henderson-Simmons,Legal,51-200,0.916,none,8,False,1.0,0.5757,1,1
ACC-001394,Walker Ltd,Healthcare,51-200,0.593,funding_round,25,False,1.0,0.5713,1,0
ACC-001395,Freeman-Fletcher,Government,1001-5000,0.558,tech_refresh,21,False,1.0,0.4921,1,0
ACC-001396,"Morrison, Rubio and Ward",Financial Services,1-50,0.917,none,4,False,1.0,0.6282,1,1
ACC-001397,"Guzman, Cooke and Martin",Insurance,5000+,0.748,none,27,True,1.0,0.809,1,1
ACC-001398,"Crawford, Miller and Martinez",Government,51-200,0.73,leadership_change,0,True,1.0,0.8259,1,1
ACC-001399,Perez-Mills,Retail,1-50,0.345,leadership_change,11,False,0.0,0.4404,0,0
ACC-001400,"Lee, Alvarez and Clark",Real Estate,1-50,0.938,leadership_change,12,False,1.0,0.8107,1,1
ACC-001401,Guzman-Floyd,Government,1-50,0.598,tech_refresh,27,False,1.0,0.8379,1,0
ACC-001402,Braun-Bond,Retail,1-50,0.502,none,3,False,1.0,0.7727,1,0
ACC-001403,"Miller, Campbell and Bailey",Technology,201-1000,0.41,none,41,False,0.0,0.5489,0,0
ACC-001404,Goodwin-Miles,Financial Services,1-50,0.787,none,9,False,1.0,0.7816,1,1
ACC-001405,Lewis-Smith,Legal,201-1000,0.869,none,51,True,0.0,0.5766,0,1
ACC-001406,"Perez, Murphy and Moore",Government,51-200,0.5,none,1,False,1.0,0.4575,0,0
ACC-001407,Cox Ltd,Healthcare,51-200,0.614,tech_refresh,36,False,0.0,0.6568,0,0
ACC-001408,Murillo-Williams,Manufacturing,51-200,0.445,tech_refresh,1,False,1.0,0.6855,0,0
ACC-001409,"Mcclain, Beck and Gutierrez",Manufacturing,1-50,0.408,none,140,False,1.0,0.5734,0,0
ACC-001410,Brock PLC,Real Estate,201-1000,0.536,none,35,False,1.0,0.6792,1,0
ACC-001411,Harrison-Robinson,Financial Services,201-1000,0.666,compliance_mandate,29,True,1.0,0.9074,1,1
ACC-001412,Smith and Sons,Technology,1-50,0.5,none,1,False,0.0,0.1537,0,0
ACC-001413,Jones PLC,Manufacturing,201-1000,0.375,compliance_mandate,23,False,1.0,0.6153,0,0
ACC-001414,Gordon-Williams,Financial Services,201-1000,0.961,none,67,False,0.0,0.8148,0,1
ACC-001415,Obrien-Rodriguez,Legal,201-1000,0.827,none,115,False,1.0,0.5928,1,1
