account_id,company_name,industry,company_size,icp_fit_score,trigger_event,days_since_last_touch,existing_customer,any_converted,max_prob,account_ptb_label
ACC-000699,"Hart, Torres and Russell",Retail,1-50,0.362,funding_round,37,False,1.0,0.8921,0
ACC-000700,Tucker and Sons,Government,201-1000,0.5,none,17,True,1.0,0.4881,0
ACC-000701,Ferrell LLC,Insurance,1-50,0.713,leadership_change,21,False,1.0,0.3018,1
ACC-000702,"Butler, Mckinney and Mcmillan",Technology,1001-5000,0.542,none,14,False,1.0,0.6757,1
ACC-000703,Barton Ltd,Retail,51-200,0.548,none,48,False,1.0,0.8168,1
ACC-000704,Lyons LLC,Real Estate,51-200,0.828,none,5,False,1.0,0.6326,1
ACC-000705,Gibbs-Martinez,Technology,51-200,0.529,none,35,False,1.0,0.7887,1
ACC-000706,George-Collins,Retail,1-50,0.362,none,44,False,1.0,0.6138,0
ACC-000707,Peterson Ltd,Government,1-50,0.822,none,9,False,0.0,,0
ACC-000708,"Young, Ramos and Stewart",Real Estate,1-50,0.703,none,24,False,1.0,0.5087,1
ACC-000709,Fields-Wilson,Technology,1-50,0.561,none,12,False,0.0,0.4252,0
ACC-000710,Olson PLC,Government,51-200,0.454,tech_refresh,32,True,1.0,0.825,0
ACC-000711,Flores-Morrow,Legal,51-200,0.769,tech_refresh,10,False,0.0,0.6617,0
ACC-000712,Curry-Vega,Real Estate,1-50,0.677,none,47,True,1.0,0.8153,1
ACC-000713,Wagner and Sons,Legal,51-200,0.852,none,2,False,1.0,0.7877,1
ACC-000714,"Garcia, Camacho and Sanchez",Manufacturing,51-200,0.619,none,2,True,1.0,0.8773,1
ACC-000715,Phillips LLC,Healthcare,1-50,0.532,funding_round,5,False,0.0,0.1488,0
ACC-000716,"Adams, Morris and Lee",Financial Services,1-50,0.569,none,6,False,1.0,0.7358,1
ACC-000717,Spencer-Garcia,Manufacturing,5000+,0.665,tech_refresh,35,True,1.0,0.8459,1
ACC-000718,"English, Williams and Smith",Government,1-50,0.572,none,36,False,1.0,0.5257,1
ACC-000719,"Alexander, Wood and Wagner",Legal,1-50,0.775,none,48,False,1.0,0.9156,1
ACC-000720,Hoover-Morris,Legal,1-50,0.632,none,6,False,1.0,0.5639,1
ACC-000721,"Hall, Wilson and Reeves",Technology,1-50,0.597,tech_refresh,4,False,0.0,0.2982,0
ACC-000722,"Taylor, Gonzalez and Deleon",Legal,1-50,1.0,none,33,False,1.0,0.856,1
ACC-000723,"Price, Dougherty and Wright",Technology,1-50,0.423,tech_refresh,4,False,0.0,0.6831,0
ACC-000724,Martinez-Young,Real Estate,201-1000,0.944,tech_refresh,42,False,1.0,0.7472,1
ACC-000725,"Miller, Hensley and Miller",Manufacturing,201-1000,0.413,none,21,False,0.0,,0
ACC-000726,Riley Inc,Government,51-200,0.757,none,56,True,1.0,0.7901,1
ACC-000727,"Turner, Kaufman and Robinson",Government,5000+,0.886,none,26,False,1.0,0.7279,1
ACC-000728,Sanchez Inc,Real Estate,201-1000,0.709,funding_round,24,False,1.0,0.74,1
ACC-000729,Steele-Hooper,Real Estate,1001-5000,0.961,none,17,False,1.0,0.6517,1
ACC-000730,"Peterson, Dyer and Kidd",Real Estate,5000+,0.675,none,25,True,1.0,0.4406,1
ACC-000731,"Hall, Gonzalez and Mooney",Government,201-1000,0.628,leadership_change,24,True,0.0,0.4981,0
ACC-000732,Pierce-Copeland,Retail,201-1000,0.489,none,2,False,1.0,0.7711,0
ACC-000733,Lopez-Fernandez,Real Estate,201-1000,0.636,none,29,False,1.0,0.397,1
ACC-000734,Brown Ltd,Real Estate,201-1000,0.691,none,45,False,1.0,0.6461,1
ACC-000735,"Fowler, Newton and Smith",Legal,201-1000,0.972,none,5,False,1.0,0.6219,1
ACC-000736,"Chapman, Patton and Miller",Manufacturing,1-50,0.48,none,16,False,0.0,0.6722,0
ACC-000737,Novak-Gutierrez,Government,201-1000,0.563,none,62,False,1.0,0.4477,1
ACC-000738,"Yang, Hall and Palmer",Technology,1001-5000,0.581,leadership_change,10,False,1.0,0.7667,1
ACC-000739,Lopez-Perez,Legal,51-200,1.0,compliance_mandate,116,False,1.0,0.8313,1
ACC-000740,Patton-Gray,Real Estate,1-50,0.637,compliance_mandate,22,False,0.0,,0
ACC-000741,Ochoa-Smith,Retail,5000+,0.476,compliance_mandate,39,False,1.0,0.2789,0
ACC-000742,Smith-Perkins,Manufacturing,51-200,0.521,leadership_change,45,False,0.0,0.2868,0
ACC-000743,"Brown, Brown and Mcdonald",Healthcare,201-1000,0.567,none,16,True,1.0,0.4827,1
ACC-000744,"Nichols, Morris and West",Healthcare,1001-5000,0.534,leadership_change,27,False,1.0,0.8119,1
ACC-000745,Jones Ltd,Technology,1-50,0.557,none,6,True,1.0,0.8355,1
ACC-000746,Bradley-Clay,Financial Services,51-200,0.895,none,66,False,0.0,0.5373,0
ACC-000747,"Kelley, Cantu and Schwartz",Retail,51-200,0.471,none,5,False,1.0,0.5743,0
ACC-000748,Hines and Sons,Legal,51-200,0.95,compliance_mandate,25,False,0.0,,0
ACC-000749,Anderson-Powers,Healthcare,1-50,0.624,none,58,False,1.0,0.7635,1
ACC-000750,Sanchez-Krause,Government,201-1000,0.287,none,54,False,0.0,0.3552,0
ACC-000751,Silva LLC,Insurance,201-1000,0.853,funding_round,41,False,1.0,0.3739,1
ACC-000752,"Martinez, Patel and Obrien",Retail,201-1000,0.194,tech_refresh,75,True,1.0,0.7446,0
ACC-000753,"Marshall, Gonzales and Romero",Healthcare,1-50,0.558,none,0,False,0.0,0.4994,0
ACC-000754,"Young, Archer and Martinez",Insurance,1001-5000,0.802,none,5,False,1.0,0.4849,1
ACC-000755,Johnson-Weaver,Technology,1-50,0.772,none,27,True,1.0,0.7766,1
ACC-000756,Maxwell LLC,Financial Services,201-1000,0.854,none,0,False,1.0,0.8824,1
ACC-000757,Lopez and Sons,Manufacturing,1-50,0.353,none,15,True,1.0,0.3673,0
ACC-000758,Moreno-Evans,Manufacturing,1-50,0.373,none,41,False,1.0,0.5822,0
ACC-000759,Foster-May,Manufacturing,1-50,0.439,none,3,False,1.0,0.6115,0
ACC-000760,Manning-Sherman,Manufacturing,201-1000,0.358,funding_round,34,False,1.0,0.731,0
ACC-000761,"Hernandez, Davenport and Mccullough",Government,1-50,0.766,leadership_change,1,True,1.0,0.8112,1
ACC-000762,Moore Ltd,Technology,1001-5000,0.525,funding_round,34,False,0.0,0.2096,0
ACC-000763,"Yates, Avery and Ramirez",Real Estate,51-200,0.811,leadership_change,10,False,1.0,0.7168,1
ACC-000764,Gonzalez Inc,Legal,1-50,0.945,none,11,True,0.0,,0
ACC-000765,Adams and Sons,Financial Services,51-200,1.0,none,1,False,1.0,0.7855,1
ACC-000766,Allen-Johnson,Technology,1-50,0.389,compliance_mandate,24,False,0.0,0.3623,0
ACC-000767,Cook-Schmidt,Insurance,201-1000,0.739,none,81,False,1.0,0.3768,1
ACC-000768,Cox PLC,Financial Services,5000+,0.744,compliance_mandate,36,False,1.0,0.2984,1
ACC-000769,"Montgomery, Weiss and Blankenship",Retail,1-50,0.44,compliance_mandate,14,False,1.0,0.8974,0
ACC-000770,Montoya and Sons,Insurance,51-200,1.0,none,33,True,1.0,0.8496,1
ACC-000771,Wallace-Smith,Financial Services,1001-5000,0.763,tech_refresh,4,True,1.0,0.8336,1
ACC-000772,Harris-Willis,Legal,1-50,1.0,compliance_mandate,3,False,0.0,,0
ACC-000773,Young-Gardner,Financial Services,51-200,0.888,leadership_change,12,False,1.0,0.6711,1
ACC-000774,Hughes-Johns,Healthcare,51-200,0.619,none,20,False,1.0,0.8784,1
ACC-000775,Waters-Wilson,Insurance,5000+,0.754,none,26,False,1.0,0.9192,1
ACC-000776,Rodriguez-Barry,Government,1-50,0.766,tech_refresh,44,False,0.0,0.7934,0
ACC-000777,Suarez PLC,Government,51-200,0.795,funding_round,23,True,1.0,0.5165,1
ACC-000778,Kaiser-Rodgers,Government,51-200,0.648,leadership_change,16,False,0.0,,0
ACC-000779,Stone-Parks,Healthcare,1-50,0.735,none,27,False,1.0,0.8791,1
ACC-000780,"Gonzales, Cook and Hansen",Retail,1-50,0.427,none,25,True,0.0,0.3975,0
ACC-000781,Davis-Watson,Financial Services,1-50,0.715,none,49,False,0.0,0.396,0
ACC-000782,Howe-Booth,Insurance,1001-5000,0.776,compliance_mandate,12,True,1.0,0.4575,1
ACC-000783,"Morris, Rodriguez and Lutz",Retail,201-1000,0.348,compliance_mandate,34,False,1.0,0.7447,0
ACC-000784,Floyd LLC,Technology,51-200,0.684,none,22,False,1.0,0.4396,1
ACC-000785,"Duncan, Richardson and Barnett",Legal,5000+,0.844,none,11,True,0.0,0.2583,0
ACC-000786,"Smith, Dean and Mccoy",Retail,1-50,0.539,none,2,False,1.0,0.6311,1
ACC-000787,Mueller-Holland,Real Estate,1-50,1.0,none,68,True,1.0,0.6999,1
ACC-000788,Miller and Sons,Insurance,51-200,0.635,none,23,False,1.0,0.3195,1
ACC-000789,"Moss, Henry and Henderson",Technology,51-200,0.501,leadership_change,23,False,1.0,0.6466,1
ACC-000790,Warner-Taylor,Healthcare,51-200,0.597,none,31,True,1.0,0.8227,1
ACC-000791,Cruz LLC,Retail,201-1000,0.454,leadership_change,58,False,0.0,0.7497,0
ACC-000792,"Cross, Ritter and Harvey",Technology,1-50,0.682,funding_round,41,False,1.0,0.7527,1
ACC-000793,"Bryant, Myers and Johnson",Financial Services,1001-5000,0.881,none,1,False,1.0,0.4038,1
ACC-000794,Ramirez Ltd,Legal,1-50,0.905,none,0,False,0.0,0.5618,0
ACC-000795,Carter PLC,Healthcare,51-200,0.585,funding_round,24,False,1.0,0.3659,1
ACC-000796,Fletcher and Sons,Legal,1-50,0.914,none,1,False,1.0,0.7711,1
ACC-000797,Mclaughlin PLC,Real Estate,1001-5000,0.868,none,22,False,1.0,0.715,1
ACC-000798,Bryant PLC,Government,1-50,0.669,none,2,False,1.0,0.8016,1
ACC-000799,Gibbs-Williams,Government,1001-5000,0.57,none,15,False,1.0,0.4841,1
ACC-000800,"Nielsen, Weaver and Burgess",Technology,51-200,0.593,compliance_mandate,77,False,0.0,,0
ACC-000801,Howell-Garcia,Technology,201-1000,0.526,none,12,False,0.0,0.6025,0
ACC-000802,Thomas-Johnson,Legal,1001-5000,1.0,none,36,False,1.0,0.4983,1
ACC-000803,Frank-Anderson,Financial Services,1-50,0.891,none,50,False,1.0,0.4904,1
ACC-000804,"Dunlap, Watson and Costa",Insurance,1001-5000,0.729,funding_round,0,False,1.0,0.8448,1
ACC-000805,Hardin-Pope,Legal,201-1000,0.764,none,27,False,1.0,0.662,1
ACC-000806,"Miller, Griffin and Dyer",Technology,201-1000,0.493,none,52,False,0.0,0.2493,0
ACC-000807,Moore-Williams,Technology,201-1000,0.467,none,23,False,0.0,0.7895,0
ACC-000808,Simmons-Fisher,Government,5000+,0.792,none,3,False,0.0,,0
ACC-000809,"Alvarado, Jones and West",Government,51-200,0.461,leadership_change,1,False,1.0,0.7627,0
ACC-000810,Gibson Inc,Retail,51-200,0.394,none,31,True,1.0,0.8418,0
ACC-000811,"Ferguson, Leon and Walton",Manufacturing,201-1000,0.602,funding_round,50,False,1.0,0.7288,1
ACC-000812,Hayes-Harris,Insurance,1-50,0.734,none,22,False,1.0,0.4572,1
ACC-000813,Moore-Sosa,Healthcare,1-50,0.798,none,76,False,1.0,0.7228,1
ACC-000814,Edwards-Lyons,Real Estate,51-200,0.629,leadership_change,9,False,1.0,0.7621,1
ACC-000815,Clark Inc,Retail,201-1000,0.233,funding_round,35,False,0.0,,0
ACC-000816,Hooper-Jones,Healthcare,201-1000,0.695,none,4,True,1.0,0.7047,1
ACC-000817,Brown LLC,Financial Services,5000+,0.682,none,25,False,1.0,0.5648,1
ACC-000818,"Drake, Martin and James",Healthcare,201-1000,0.662,none,35,True,1.0,0.7798,1
ACC-000819,Bennett LLC,Legal,201-1000,0.901,leadership_change,34,False,1.0,0.7575,1
ACC-000820,Nguyen-Williams,Real Estate,201-1000,1.0,none,19,False,1.0,0.7673,1
ACC-000821,Murphy-Hernandez,Financial Services,1-50,0.896,leadership_change,3,False,1.0,0.8465,1
ACC-000822,"Hubbard, Jordan and Campbell",Insurance,51-200,0.749,none,38,False,1.0,0.7567,1
ACC-000823,"Gordon, Barber and Briggs",Manufacturing,1-50,0.36,none,25,True,1.0,0.4677,0
ACC-000824,Guzman-Goodman,Retail,201-1000,0.338,tech_refresh,20,False,1.0,0.7609,0
ACC-000825,"Barron, Brown and Kirby",Retail,51-200,0.452,funding_round,4,False,1.0,0.3582,0
ACC-000826,Shaw-Mann,Insurance,1-50,0.712,tech_refresh,32,True,0.0,,0
ACC-000827,Thomas Group,Retail,51-200,0.439,funding_round,19,False,1.0,0.7017,0
ACC-000828,"Owens, Graham and Nichols",Real Estate,201-1000,0.621,compliance_mandate,31,True,1.0,0.7774,1
ACC-000829,Gould-Martinez,Manufacturing,5000+,0.642,none,32,False,1.0,0.5281,1
ACC-000830,Bailey-Pena,Government,1-50,0.58,none,30,False,1.0,0.6163,1
ACC-000831,Copeland Ltd,Legal,1-50,0.997,funding_round,20,True,1.0,0.9557,1
ACC-000832,Fisher Ltd,Manufacturing,1001-5000,0.323,none,17,False,1.0,0.6967,0
ACC-000833,"Park, Martinez and Douglas",Manufacturing,51-200,0.308,none,33,True,1.0,0.4186,0
ACC-000834,"Compton, Andrews and Horton",Government,201-1000,0.635,none,15,True,1.0,0.5132,1
ACC-000835,"Roy, Jackson and Hansen",Real Estate,51-200,0.69,none,7,False,0.0,0.6117,0
ACC-000836,Smith and Sons,Government,1001-5000,0.668,none,6,False,0.0,,0
ACC-000837,Davis-Matthews,Technology,1001-5000,0.566,none,54,True,1.0,0.606,1
ACC-000838,Diaz and Sons,Legal,1001-5000,1.0,none,1,False,1.0,0.5386,1
ACC-000839,"Schroeder, Solis and May",Retail,51-200,0.477,none,1,False,1.0,0.2542,0
ACC-000840,Neal-Shepherd,Financial Services,1-50,0.481,none,2,False,1.0,0.313,0
ACC-000841,Dixon-Vaughn,Manufacturing,5000+,0.504,leadership_change,10,False,0.0,0.3416,0
ACC-000842,Cruz-Jimenez,Legal,1-50,0.953,compliance_mandate,58,False,1.0,0.8981,1
ACC-000843,Wilson Inc,Real Estate,1-50,0.743,compliance_mandate,18,False,1.0,0.8653,1
ACC-000844,Park and Sons,Real Estate,51-200,0.765,leadership_change,49,False,1.0,0.8637,1
ACC-000845,"Flowers, Daniels and Lee",Real Estate,51-200,0.745,none,1,False,1.0,0.8132,1
ACC-000846,Williams and Sons,Real Estate,51-200,0.844,none,18,False,1.0,0.7202,1
ACC-000847,Kelly LLC,Healthcare,51-200,0.792,none,3,False,1.0,0.691,1
ACC-000848,Miller-Hernandez,Real Estate,51-200,0.786,none,41,True,1.0,0.7046,1
ACC-000849,West Inc,Healthcare,51-200,0.598,none,36,False,1.0,0.8089,1
ACC-000850,Hendrix-Crawford,Healthcare,1001-5000,0.849,none,72,False,1.0,0.5804,1
ACC-000851,Ruiz-Holt,Legal,201-1000,0.767,none,2,False,0.0,0.4647,0
ACC-000852,"Morris, Stone and Bruce",Technology,1-50,0.644,none,33,False,0.0,0.5422,0
ACC-000853,"Gardner, Sanders and Acosta",Government,1001-5000,0.492,none,46,False,0.0,0.2049,0
ACC-000854,Williams-Price,Healthcare,5000+,0.593,none,33,True,1.0,0.7927,1
ACC-000855,Hoover LLC,Technology,5000+,0.548,none,156,False,1.0,0.3084,1
ACC-000856,Buck LLC,Healthcare,1-50,0.622,funding_round,2,False,1.0,0.7393,1
ACC-000857,Wheeler-Tanner,Real Estate,201-1000,0.817,none,10,True,1.0,0.8967,1
ACC-000858,"Martin, Osborne and Rogers",Government,51-200,0.405,none,24,False,0.0,0.741,0
ACC-000859,"Everett, Foster and Lam",Financial Services,5000+,0.956,funding_round,29,False,1.0,0.7401,1
ACC-000860,Thompson-Martin,Healthcare,201-1000,0.638,leadership_change,24,True,1.0,0.8965,1
ACC-000861,Ward PLC,Legal,1-50,1.0,none,2,True,1.0,0.8967,1
ACC-000862,Guerrero-Anderson,Technology,1001-5000,0.562,none,13,True,1.0,0.914,1
ACC-000863,Kane LLC,Technology,51-200,0.396,leadership_change,45,False,1.0,0.4035,0
ACC-000864,Vazquez and Sons,Technology,51-200,0.582,leadership_change,12,False,1.0,0.8442,1
ACC-000865,Lara-Sparks,Real Estate,51-200,0.789,none,6,False,1.0,0.6387,1
ACC-000866,"Gutierrez, Riley and Washington",Insurance,201-1000,0.782,funding_round,36,False,1.0,0.8363,1
ACC-000867,"White, Cox and Rodriguez",Technology,51-200,0.453,none,43,False,1.0,0.6753,0
ACC-000868,Stewart Inc,Healthcare,1-50,0.58,leadership_change,10,False,1.0,0.784,1
ACC-000869,"Bryan, Patrick and Johnson",Manufacturing,1-50,0.469,none,36,False,0.0,,0
ACC-000870,"Wilson, Simmons and Watkins",Real Estate,1-50,0.936,none,23,True,1.0,0.7885,1
ACC-000871,"Garcia, Holt and Hicks",Real Estate,201-1000,0.781,leadership_change,21,False,1.0,0.7051,1
ACC-000872,"Stewart, Ortega and Taylor",Financial Services,1-50,0.756,tech_refresh,24,False,1.0,0.5418,1
ACC-000873,Norton Group,Government,1-50,0.587,none,17,False,0.0,0.4386,0
ACC-000874,Hernandez-Snyder,Insurance,201-1000,0.602,none,17,False,1.0,0.6745,1
ACC-000875,Riggs-Glass,Retail,201-1000,0.461,none,74,False,0.0,0.2251,0
ACC-000876,"Patrick, Davis and Buchanan",Retail,51-200,0.282,leadership_change,22,False,1.0,0.7814,0
ACC-000877,Martinez-Knapp,Technology,1-50,0.743,funding_round,8,True,1.0,0.7457,1
ACC-000878,Smith-Gordon,Financial Services,51-200,0.532,none,23,False,1.0,0.8559,1
ACC-000879,Gutierrez-Russell,Retail,201-1000,0.298,none,64,False,1.0,0.7824,0
ACC-000880,"Brewer, Hernandez and Reid",Retail,51-200,0.298,none,54,False,1.0,0.2779,0
ACC-000881,Smith Ltd,Government,51-200,0.601,none,59,False,1.0,0.5297,1
ACC-000882,"Hoffman, Brown and Chen",Government,51-200,0.588,tech_refresh,14,False,1.0,0.585,1
ACC-000883,Madden and Sons,Healthcare,201-1000,0.704,tech_refresh,18,False,1.0,0.6109,1
ACC-000884,Rodriguez Group,Manufacturing,1-50,0.448,none,37,False,1.0,0.5997,0
ACC-000885,Simmons Ltd,Healthcare,51-200,0.577,none,15,False,1.0,0.6363,1
ACC-000886,Sanchez-Singh,Manufacturing,1-50,0.445,none,17,False,0.0,0.7151,0
ACC-000887,"Montoya, Stewart and Griffith",Government,201-1000,0.67,compliance_mandate,1,False,0.0,0.5875,0
ACC-000888,"Sutton, Woods and Luna",Manufacturing,51-200,0.541,funding_round,19,False,0.0,0.5553,0
ACC-000889,Rodriguez-King,Insurance,201-1000,0.523,leadership_change,18,False,1.0,0.4611,1
ACC-000890,Ferguson PLC,Manufacturing,1-50,0.362,none,7,False,1.0,0.5039,0
ACC-000891,Mercer-Murillo,Legal,1-50,0.922,none,17,False,1.0,0.9166,1
ACC-000892,"Ray, Andrews and Hartman",Real Estate,51-200,0.908,none,40,False,1.0,0.4567,1
ACC-000893,"Thomas, Davis and Ball",Financial Services,1-50,0.826,compliance_mandate,16,False,1.0,0.5628,1
ACC-000894,Alexander-Rivera,Financial Services,1-50,0.773,tech_refresh,102,False,1.0,0.6687,1
ACC-000895,Cox-Ballard,Technology,51-200,0.63,none,41,False,1.0,0.9213,1
ACC-000896,"Wolf, Mcclain and Stuart",Technology,1001-5000,0.808,none,36,False,1.0,0.6698,1
ACC-000897,Hamilton-Burke,Healthcare,51-200,0.506,none,3,False,0.0,0.1038,0
ACC-000898,Hart-Odom,Insurance,201-1000,0.618,funding_round,75,True,1.0,0.7602,1
ACC-000899,"Johnson, Love and Travis",Real Estate,1-50,0.853,leadership_change,56,False,1.0,0.2649,1
ACC-000900,"Li, Kirk and Chapman",Government,1-50,0.667,none,31,True,1.0,0.8002,1
ACC-000901,Lowe Group,Real Estate,1-50,0.789,none,55,False,0.0,,0
ACC-000902,Andersen-Beck,Manufacturing,1001-5000,0.458,funding_round,23,False,1.0,0.5315,0
ACC-000903,Castillo and Sons,Insurance,51-200,0.844,funding_round,1,True,1.0,0.9304,1
ACC-000904,Martin PLC,Government,1-50,0.643,funding_round,7,False,1.0,0.5727,1
ACC-000905,"Romero, Vazquez and Jones",Government,1-50,0.594,leadership_change,1,True,1.0,0.8977,1
ACC-000906,Johnson Group,Healthcare,51-200,0.492,tech_refresh,12,False,0.0,0.3257,0
ACC-000907,Henderson Inc,Legal,1-50,1.0,none,24,False,1.0,0.5838,1
ACC-000908,Johnson-Kim,Retail,1001-5000,0.354,none,45,False,1.0,0.602,0
ACC-000909,Owens Inc,Healthcare,1-50,0.536,none,37,True,1.0,0.5431,1
ACC-000910,Knight Ltd,Healthcare,51-200,0.877,none,3,False,0.0,0.5702,0
ACC-000911,"Brown, Williams and Pratt",Insurance,1-50,0.886,none,12,False,1.0,0.4129,1
ACC-000912,"King, Garcia and White",Manufacturing,51-200,0.46,none,21,True,0.0,0.9376,0
ACC-000913,"Ross, Cherry and Harvey",Legal,51-200,0.975,none,62,False,1.0,0.6161,1
ACC-000914,"Taylor, Cantu and White",Technology,51-200,0.417,none,3,False,1.0,0.6775,0
ACC-000915,Orr Inc,Government,51-200,0.719,tech_refresh,11,False,1.0,0.764,1
ACC-000916,Johnson Group,Insurance,1001-5000,0.885,funding_round,27,True,0.0,0.7391,0
ACC-000917,Middleton-Barton,Manufacturing,201-1000,0.678,none,1,False,1.0,0.9502,1
ACC-000918,Hobbs and Sons,Manufacturing,1001-5000,0.549,funding_round,36,False,1.0,0.9235,1
ACC-000919,Hudson Ltd,Technology,1-50,0.601,funding_round,21,True,1.0,0.2995,1
ACC-000920,Ward-Wilson,Real Estate,201-1000,0.769,none,13,False,1.0,0.6813,1
ACC-000921,Davis-Garcia,Technology,1-50,0.359,none,8,False,1.0,0.706,0
ACC-000922,Christensen-Davis,Healthcare,1-50,0.497,none,29,False,1.0,0.4191,0
ACC-000923,Rodriguez Inc,Legal,1-50,0.85,none,54,False,1.0,0.3857,1
ACC-000924,Chan and Sons,Financial Services,51-200,0.981,none,37,False,1.0,0.6294,1
ACC-000925,"Smith, Allen and Moreno",Manufacturing,51-200,0.436,none,70,True,1.0,0.5696,0
ACC-000926,Hill Inc,Insurance,1-50,0.9,none,4,False,1.0,0.4612,1
ACC-000927,Smith LLC,Technology,51-200,0.457,tech_refresh,24,True,1.0,0.7349,0
ACC-000928,Perry-Davis,Government,201-1000,0.383,none,24,True,0.0,0.8462,0
ACC-000929,"Bruce, Jones and Maldonado",Real Estate,51-200,0.674,funding_round,46,True,1.0,0.824,1
ACC-000930,Crawford-Buckley,Retail,1-50,0.312,none,55,False,1.0,0.4567,0
ACC-000931,"Ramirez, Gray and Campbell",Healthcare,201-1000,0.659,none,18,True,1.0,0.8327,1
ACC-000932,"Pham, Mills and Sloan",Healthcare,1-50,0.615,compliance_mandate,45,False,1.0,0.7207,1
ACC-000933,Allen Ltd,Government,201-1000,0.746,leadership_change,59,False,1.0,0.8427,1
ACC-000934,Hernandez Group,Retail,51-200,0.405,none,2,True,1.0,0.7884,0
ACC-000935,Russell Group,Real Estate,1-50,0.682,none,1,True,1.0,0.719,1
ACC-000936,"Jones, Jones and Singh",Real Estate,1-50,0.683,none,32,False,0.0,0.4039,0
ACC-000937,Harrell-Murphy,Insurance,1001-5000,0.808,none,15,True,1.0,0.8822,1
ACC-000938,"Casey, David and Hawkins",Real Estate,1-50,1.0,funding_round,4,True,1.0,0.8879,1
ACC-000939,Smith-Ortiz,Legal,51-200,1.0,none,0,True,1.0,0.8486,1
ACC-000940,Rogers Group,Financial Services,1001-5000,0.819,none,7,False,1.0,0.3358,1
ACC-000941,Logan-Morris,Legal,201-1000,0.995,none,38,False,0.0,,0
ACC-000942,Johnson-Joseph,Legal,1-50,0.978,none,34,False,1.0,0.9104,1
ACC-000943,"Coleman, Wilkerson and Young",Healthcare,51-200,0.589,none,68,False,1.0,0.6818,1
ACC-000944,Chapman-Williams,Manufacturing,1-50,0.338,leadership_change,12,False,0.0,0.1638,0
ACC-000945,"Dennis, Lucero and Rubio",Financial Services,51-200,0.811,none,10,False,0.0,0.5493,0
ACC-000946,Massey Ltd,Real Estate,1001-5000,0.456,none,4,False,1.0,0.5779,0
ACC-000947,"Sullivan, Owen and Serrano",Healthcare,1001-5000,0.84,tech_refresh,6,False,1.0,0.5773,1
ACC-000948,"Guerra, Matthews and Gibson",Government,51-200,0.606,funding_round,37,True,1.0,0.4978,1
ACC-000949,Hill Ltd,Government,201-1000,0.659,none,76,False,0.0,0.4086,0
ACC-000950,"Lucero, Meyer and Munoz",Insurance,1-50,0.771,funding_round,40,False,1.0,0.9021,1
ACC-000951,Phelps-Rodgers,Healthcare,51-200,0.772,compliance_mandate,67,False,1.0,0.3849,1
ACC-000952,Calderon Inc,Insurance,5000+,0.997,none,3,False,1.0,0.6905,1
ACC-000953,"Stephenson, Barr and Knox",Manufacturing,201-1000,0.37,none,0,False,0.0,0.1775,0
ACC-000954,Wilson LLC,Financial Services,1-50,0.721,none,23,False,0.0,0.5851,0
ACC-000955,"Sims, Moore and Griffin",Insurance,51-200,0.763,none,32,True,1.0,0.7681,1
ACC-000956,Pratt-Floyd,Financial Services,51-200,1.0,none,53,False,1.0,0.8064,1
ACC-000957,"Sanchez, Williams and Thompson",Insurance,1-50,0.724,none,23,False,0.0,0.1976,0
ACC-000958,"Jackson, Clark and Crawford",Retail,51-200,0.372,leadership_change,10,True,1.0,0.7818,0
ACC-000959,Payne Group,Real Estate,51-200,0.846,leadership_change,29,False,1.0,0.7389,1
ACC-000960,Lutz-Johns,Legal,51-200,0.806,compliance_mandate,5,False,1.0,0.3578,1
ACC-000961,"Cross, Flynn and Taylor",Legal,1-50,0.663,leadership_change,57,False,1.0,0.6191,1
ACC-000962,Knight-Yu,Technology,201-1000,0.517,funding_round,38,False,1.0,0.5902,1
ACC-000963,"Lee, Wells and Evans",Insurance,51-200,0.685,none,16,False,0.0,0.103,0
ACC-000964,"Brown, Figueroa and Hardy",Financial Services,1-50,0.762,compliance_mandate,85,False,1.0,0.4889,1
ACC-000965,"Horton, Cortez and Burns",Financial Services,201-1000,0.949,none,12,False,1.0,0.7676,1
ACC-000966,Hudson-Garza,Government,51-200,0.639,leadership_change,42,False,1.0,0.6229,1
ACC-000967,"Davenport, White and Bowen",Financial Services,1-50,1.0,none,53,False,1.0,0.351,1
ACC-000968,Cole-Palmer,Insurance,1-50,0.779,none,6,False,1.0,0.7476,1
ACC-000969,Lane Inc,Healthcare,5000+,0.532,none,144,False,0.0,0.2129,0
ACC-000970,Franklin and Sons,Healthcare,51-200,0.755,none,29,True,0.0,0.2949,0
ACC-000971,King Group,Real Estate,201-1000,0.578,none,11,False,1.0,0.7012,1
ACC-000972,Rivera LLC,Real Estate,51-200,0.846,none,46,False,0.0,0.3071,0
ACC-000973,Kramer PLC,Retail,201-1000,0.287,none,5,False,1.0,0.9206,0
ACC-000974,Trevino-Perez,Real Estate,5000+,0.841,none,12,False,0.0,0.5939,0
ACC-000975,Cruz Ltd,Financial Services,201-1000,0.845,tech_refresh,39,False,1.0,0.9101,1
ACC-000976,Parks-Beck,Legal,5000+,1.0,none,27,False,1.0,0.6493,1
ACC-000977,Howard-Adams,Government,51-200,0.762,none,111,False,0.0,0.4347,0
ACC-000978,Richardson-Johnson,Financial Services,1-50,0.847,compliance_mandate,8,False,0.0,0.1974,0
ACC-000979,Shaffer Inc,Insurance,5000+,0.78,compliance_mandate,16,False,1.0,0.721,1
