event_id,contact_id,event_type,intent_label,days_ago
EVT-00004323,CON-0001081,meeting,neutral,3
EVT-00004324,CON-0001081,email_reply,warm,31
EVT-00004325,CON-0001082,email_open,hot,63
EVT-00004326,CON-0001082,email_reply,hot,5
EVT-00004327,CON-0001083,content_download,neutral,25
EVT-00004328,CON-0001083,email_reply,warm,26
EVT-00004329,CON-0001083,email_reply,warm,11
EVT-00004330,CON-0001083,email_open,hot,9
EVT-00004331,CON-0001083,email_reply,hot,61
EVT-00004332,CON-0001084,email_reply,neutral,34
EVT-00004333,CON-0001084,content_download,neutral,24
EVT-00004334,CON-0001084,content_download,warm,1
EVT-00004335,CON-0001084,email_reply,neutral,3
EVT-00004336,CON-0001084,meeting,warm,29
EVT-00004337,CON-0001084,content_download,warm,18
EVT-00004338,CON-0001084,content_download,warm,34
EVT-00004339,CON-0001084,email_reply,neutral,117
EVT-00004340,CON-0001085,content_download,hot,15
EVT-00004341,CON-0001086,content_download,hot,18
EVT-00004342,CON-0001086,content_download,neutral,14
EVT-00004343,CON-0001086,meeting,warm,17
EVT-00004344,CON-0001086,meeting,hot,86
EVT-00004345,CON-0001086,meeting,hot,12
EVT-00004346,CON-0001086,email_reply,neutral,13
EVT-00004347,CON-0001087,email_open,hot,12
EVT-00004348,CON-0001087,email_open,warm,24
EVT-00004349,CON-0001088,meeting,warm,38
EVT-00004350,CON-0001088,meeting,hot,2
EVT-00004351,CON-0001088,meeting,warm,14
EVT-00004352,CON-0001088,email_reply,warm,11
EVT-00004353,CON-0001089,email_reply,cold,1
EVT-00004354,CON-0001090,content_download,hot,54
EVT-00004355,CON-0001090,meeting,warm,7
EVT-00004356,CON-0001091,meeting,neutral,2
EVT-00004357,CON-0001091,meeting,neutral,2
EVT-00004358,CON-0001091,email_open,hot,6
EVT-00004359,CON-0001091,email_reply,hot,3
EVT-00004360,CON-0001092,content_download,cold,70
EVT-00004361,CON-0001092,content_download,warm,1
EVT-00004362,CON-0001092,email_reply,warm,48
EVT-00004363,CON-0001092,email_open,hot,8
EVT-00004364,CON-0001092,content_download,neutral,8
EVT-00004365,CON-0001092,content_download,hot,21
EVT-00004366,CON-0001093,content_download,neutral,21
EVT-00004367,CON-0001093,email_reply,warm,5
EVT-00004368,CON-0001094,content_download,warm,1
EVT-00004369,CON-0001094,email_reply,hot,3
EVT-00004370,CON-0001094,content_download,warm,1
EVT-00004371,CON-0001094,meeting,cold,10
EVT-00004372,CON-0001095,email_open,cold,84
EVT-00004373,CON-0001095,email_open,hot,15
EVT-00004374,CON-0001095,email_open,warm,11
EVT-00004375,CON-0001095,meeting,warm,7
EVT-00004376,CON-0001095,content_download,hot,5
EVT-00004377,CON-0001095,meeting,neutral,29
EVT-00004378,CON-0001096,meeting,warm,28
EVT-00004379,CON-0001096,email_open,warm,17
EVT-00004380,CON-0001096,email_open,neutral,9
EVT-00004381,CON-0001096,email_open,neutral,15
EVT-00004382,CON-0001096,email_open,cold,18
EVT-00004383,CON-0001097,email_open,neutral,2
EVT-00004384,CON-0001098,meeting,neutral,1
EVT-00004385,CON-0001098,email_open,cold,27
EVT-00004386,CON-0001098,email_reply,neutral,38
EVT-00004387,CON-0001098,content_download,warm,7
EVT-00004388,CON-0001098,content_download,warm,5
EVT-00004389,CON-0001099,email_reply,hot,16
EVT-00004390,CON-0001099,email_open,hot,5
EVT-00004391,CON-0001099,content_download,warm,66
EVT-00004392,CON-0001099,content_download,warm,28
EVT-00004393,CON-0001099,meeting,warm,57
EVT-00004394,CON-0001099,content_download,warm,33
EVT-00004395,CON-0001100,content_download,warm,0
EVT-00004396,CON-0001100,email_open,warm,26
EVT-00004397,CON-0001100,meeting,hot,50
EVT-00004398,CON-0001100,meeting,hot,30
EVT-00004399,CON-0001101,email_reply,cold,6
EVT-00004400,CON-0001101,meeting,hot,33
EVT-00004401,CON-0001102,meeting,neutral,18
EVT-00004402,CON-0001102,email_open,hot,22
EVT-00004403,CON-0001102,email_reply,neutral,52
EVT-00004404,CON-0001102,meeting,warm,2
EVT-00004405,CON-0001103,content_download,warm,32
EVT-00004406,CON-0001103,content_download,warm,1
EVT-00004407,CON-0001104,email_reply,warm,4
EVT-00004408,CON-0001104,email_open,neutral,40
EVT-00004409,CON-0001104,meeting,neutral,17
EVT-00004410,CON-0001104,content_download,warm,31
EVT-00004411,CON-0001104,email_open,neutral,6
EVT-00004412,CON-0001105,meeting,hot,68
EVT-00004413,CON-0001105,email_reply,neutral,38
EVT-00004414,CON-0001105,email_open,warm,136
EVT-00004415,CON-0001105,email_reply,neutral,22
EVT-00004416,CON-0001105,meeting,neutral,8
EVT-00004417,CON-0001106,content_download,hot,21
EVT-00004418,CON-0001106,email_open,hot,12
EVT-00004419,CON-0001106,meeting,hot,6
EVT-00004420,CON-0001106,meeting,warm,9
EVT-00004421,CON-0001106,email_open,hot,10
EVT-00004422,CON-0001106,email_open,warm,21
EVT-00004423,CON-0001106,email_open,warm,31
EVT-00004424,CON-0001106,content_download,hot,24
EVT-00004425,CON-0001107,content_download,hot,4
EVT-00004426,CON-0001107,content_download,neutral,7
EVT-00004427,CON-0001107,email_open,warm,13
EVT-00004428,CON-0001107,email_open,hot,24
EVT-00004429,CON-0001107,content_download,warm,9
EVT-00004430,CON-0001107,email_open,warm,9
EVT-00004431,CON-0001108,email_reply,hot,2
EVT-00004432,CON-0001108,email_reply,neutral,49
EVT-00004433,CON-0001108,content_download,hot,22
EVT-00004434,CON-0001108,content_download,cold,11
EVT-00004435,CON-0001108,email_reply,hot,11
EVT-00004436,CON-0001108,email_reply,warm,26
EVT-00004437,CON-0001108,meeting,hot,13
EVT-00004438,CON-0001109,email_reply,warm,4
EVT-00004439,CON-0001109,content_download,hot,12
EVT-00004440,CON-0001109,meeting,hot,9
EVT-00004441,CON-0001109,content_download,warm,48
EVT-00004442,CON-0001109,email_open,warm,20
EVT-00004443,CON-0001109,email_open,warm,2
EVT-00004444,CON-0001110,content_download,hot,23
EVT-00004445,CON-0001110,email_reply,warm,19
EVT-00004446,CON-0001110,email_open,hot,3
EVT-00004447,CON-0001110,email_reply,warm,0
EVT-00004448,CON-0001111,email_open,hot,17
EVT-00004449,CON-0001111,meeting,cold,25
EVT-00004450,CON-0001111,meeting,neutral,31
EVT-00004451,CON-0001111,email_open,cold,19
EVT-00004452,CON-0001111,content_download,cold,3
EVT-00004453,CON-0001111,content_download,neutral,9
EVT-00004454,CON-0001111,email_open,warm,18
EVT-00004455,CON-0001112,meeting,warm,2
EVT-00004456,CON-0001112,meeting,warm,49
EVT-00004457,CON-0001113,meeting,hot,37
EVT-00004458,CON-0001113,content_download,cold,18
EVT-00004459,CON-0001113,content_download,neutral,45
EVT-00004460,CON-0001113,meeting,warm,40
EVT-00004461,CON-0001113,email_open,neutral,23
EVT-00004462,CON-0001114,email_reply,warm,39
EVT-00004463,CON-0001114,meeting,warm,3
EVT-00004464,CON-0001114,email_open,hot,8
EVT-00004465,CON-0001115,email_open,warm,8
EVT-00004466,CON-0001115,email_open,hot,8
EVT-00004467,CON-0001115,email_reply,warm,12
EVT-00004468,CON-0001115,content_download,neutral,12
EVT-00004469,CON-0001115,content_download,hot,32
EVT-00004470,CON-0001115,content_download,neutral,2
EVT-00004471,CON-0001115,email_open,hot,4
EVT-00004472,CON-0001116,email_reply,hot,1
EVT-00004473,CON-0001117,content_download,neutral,8
EVT-00004474,CON-0001117,content_download,warm,2
EVT-00004475,CON-0001117,meeting,warm,33
EVT-00004476,CON-0001117,meeting,hot,98
EVT-00004477,CON-0001117,email_open,neutral,51
EVT-00004478,CON-0001117,content_download,neutral,2
EVT-00004479,CON-0001117,content_download,cold,2
EVT-00004480,CON-0001118,email_reply,neutral,64
EVT-00004481,CON-0001118,email_reply,hot,25
EVT-00004482,CON-0001118,content_download,cold,18
EVT-00004483,CON-0001118,content_download,cold,2
EVT-00004484,CON-0001119,email_open,neutral,17
EVT-00004485,CON-0001119,email_open,warm,4
EVT-00004486,CON-0001119,content_download,hot,10
EVT-00004487,CON-0001119,email_open,neutral,7
EVT-00004488,CON-0001120,content_download,hot,17
EVT-00004489,CON-0001120,email_open,warm,9
EVT-00004490,CON-0001120,email_reply,neutral,9
EVT-00004491,CON-0001120,email_reply,hot,25
EVT-00004492,CON-0001120,content_download,neutral,10
EVT-00004493,CON-0001120,content_download,cold,38
EVT-00004494,CON-0001121,meeting,hot,7
EVT-00004495,CON-0001121,content_download,warm,17
EVT-00004496,CON-0001121,content_download,warm,18
EVT-00004497,CON-0001122,email_reply,warm,14
EVT-00004498,CON-0001122,meeting,neutral,1
EVT-00004499,CON-0001122,meeting,hot,4
EVT-00004500,CON-0001122,meeting,hot,25
EVT-00004501,CON-0001122,meeting,neutral,68
EVT-00004502,CON-0001123,content_download,warm,31
EVT-00004503,CON-0001123,content_download,warm,4
EVT-00004504,CON-0001123,content_download,cold,11
EVT-00004505,CON-0001123,meeting,cold,32
EVT-00004506,CON-0001124,meeting,hot,3
EVT-00004507,CON-0001124,email_open,cold,34
EVT-00004508,CON-0001124,email_open,warm,14
EVT-00004509,CON-0001124,meeting,hot,7
EVT-00004510,CON-0001124,meeting,hot,20
EVT-00004511,CON-0001124,content_download,warm,22
EVT-00004512,CON-0001125,meeting,warm,25
EVT-00004513,CON-0001125,email_reply,neutral,20
EVT-00004514,CON-0001126,email_reply,hot,46
EVT-00004515,CON-0001126,meeting,hot,32
EVT-00004516,CON-0001126,content_download,warm,18
EVT-00004517,CON-0001126,content_download,warm,54
EVT-00004518,CON-0001126,meeting,hot,4
EVT-00004519,CON-0001127,email_open,hot,3
EVT-00004520,CON-0001127,content_download,hot,18
EVT-00004521,CON-0001127,meeting,warm,11
EVT-00004522,CON-0001127,content_download,warm,22
EVT-00004523,CON-0001128,email_open,neutral,3
EVT-00004524,CON-0001128,email_open,hot,11
EVT-00004525,CON-0001128,email_reply,hot,108
EVT-00004526,CON-0001128,email_reply,warm,12
EVT-00004527,CON-0001129,email_open,warm,6
EVT-00004528,CON-0001129,email_open,hot,62
EVT-00004529,CON-0001129,email_open,hot,2
EVT-00004530,CON-0001129,content_download,hot,6
EVT-00004531,CON-0001129,email_reply,hot,23
EVT-00004532,CON-0001129,email_open,hot,10
EVT-00004533,CON-0001130,email_reply,neutral,11
EVT-00004534,CON-0001130,content_download,neutral,3
EVT-00004535,CON-0001130,email_reply,warm,24
EVT-00004536,CON-0001130,meeting,hot,1
EVT-00004537,CON-0001130,meeting,neutral,3
EVT-00004538,CON-0001130,email_open,warm,11
EVT-00004539,CON-0001131,meeting,hot,14
EVT-00004540,CON-0001131,meeting,neutral,17
EVT-00004541,CON-0001131,email_reply,hot,25
EVT-00004542,CON-0001131,email_open,warm,13
EVT-00004543,CON-0001131,meeting,warm,7
EVT-00004544,CON-0001131,meeting,hot,7
EVT-00004545,CON-0001131,email_open,hot,0
EVT-00004546,CON-0001131,content_download,hot,58
EVT-00004547,CON-0001132,content_download,hot,6
EVT-00004548,CON-0001132,meeting,hot,24
EVT-00004549,CON-0001132,meeting,warm,39
EVT-00004550,CON-0001132,email_reply,cold,0
EVT-00004551,CON-0001133,email_reply,warm,29
EVT-00004552,CON-0001133,meeting,hot,7
EVT-00004553,CON-0001133,email_reply,warm,2
EVT-00004554,CON-0001133,email_open,warm,21
EVT-00004555,CON-0001133,email_reply,warm,6
EVT-00004556,CON-0001133,meeting,neutral,11
EVT-00004557,CON-0001133,email_open,warm,2
EVT-00004558,CON-0001134,email_open,warm,6
EVT-00004559,CON-0001134,email_reply,hot,29
EVT-00004560,CON-0001134,content_download,warm,11
EVT-00004561,CON-0001134,content_download,neutral,0
EVT-00004562,CON-0001134,email_reply,neutral,16
EVT-00004563,CON-0001135,email_open,neutral,10
EVT-00004564,CON-0001135,meeting,hot,8
EVT-00004565,CON-0001135,email_reply,warm,47
EVT-00004566,CON-0001136,email_reply,hot,26
EVT-00004567,CON-0001136,email_reply,warm,14
EVT-00004568,CON-0001136,email_reply,cold,0
EVT-00004569,CON-0001136,meeting,hot,36
EVT-00004570,CON-0001136,email_reply,warm,79
EVT-00004571,CON-0001136,email_open,warm,16
EVT-00004572,CON-0001136,content_download,warm,3
EVT-00004573,CON-0001137,email_reply,warm,14
EVT-00004574,CON-0001137,meeting,hot,8
EVT-00004575,CON-0001139,meeting,neutral,4
EVT-00004576,CON-0001139,content_download,warm,12
EVT-00004577,CON-0001139,meeting,neutral,3
EVT-00004578,CON-0001139,email_open,cold,47
EVT-00004579,CON-0001140,email_reply,hot,0
EVT-00004580,CON-0001140,email_reply,warm,6
EVT-00004581,CON-0001140,meeting,hot,8
EVT-00004582,CON-0001140,content_download,warm,0
EVT-00004583,CON-0001140,email_reply,warm,60
EVT-00004584,CON-0001140,email_reply,hot,5
EVT-00004585,CON-0001141,email_reply,hot,2
EVT-00004586,CON-0001141,content_download,neutral,17
EVT-00004587,CON-0001141,meeting,hot,3
EVT-00004588,CON-0001142,content_download,warm,59
EVT-00004589,CON-0001142,email_open,neutral,22
EVT-00004590,CON-0001142,meeting,cold,7
EVT-00004591,CON-0001142,email_reply,neutral,102
EVT-00004592,CON-0001142,content_download,cold,0
EVT-00004593,CON-0001142,meeting,neutral,28
EVT-00004594,CON-0001143,meeting,neutral,17
EVT-00004595,CON-0001143,email_reply,cold,7
EVT-00004596,CON-0001143,meeting,neutral,15
EVT-00004597,CON-0001144,email_open,hot,12
EVT-00004598,CON-0001144,email_open,hot,6
EVT-00004599,CON-0001145,meeting,warm,38
EVT-00004600,CON-0001145,content_download,warm,19
EVT-00004601,CON-0001145,email_open,hot,23
EVT-00004602,CON-0001145,meeting,neutral,9
EVT-00004603,CON-0001145,content_download,cold,17
EVT-00004604,CON-0001145,email_reply,hot,19
EVT-00004605,CON-0001146,meeting,neutral,37
EVT-00004606,CON-0001146,content_download,cold,12
EVT-00004607,CON-0001147,email_open,hot,2
EVT-00004608,CON-0001147,email_reply,warm,7
EVT-00004609,CON-0001147,email_reply,neutral,20
EVT-00004610,CON-0001147,email_open,neutral,16
EVT-00004611,CON-0001147,email_reply,cold,26
EVT-00004612,CON-0001148,meeting,cold,4
EVT-00004613,CON-0001148,meeting,hot,10
EVT-00004614,CON-0001148,meeting,cold,2
EVT-00004615,CON-0001148,content_download,cold,5
EVT-00004616,CON-0001149,email_reply,warm,11
EVT-00004617,CON-0001149,meeting,hot,19
EVT-00004618,CON-0001149,content_download,neutral,34
EVT-00004619,CON-0001149,email_open,neutral,18
EVT-00004620,CON-0001150,meeting,neutral,20
EVT-00004621,CON-0001150,content_download,hot,17
EVT-00004622,CON-0001151,email_open,neutral,12
EVT-00004623,CON-0001151,meeting,warm,2
EVT-00004624,CON-0001151,content_download,neutral,45
EVT-00004625,CON-0001151,email_reply,hot,63
EVT-00004626,CON-0001152,email_open,hot,14
EVT-00004627,CON-0001152,email_open,warm,28
EVT-00004628,CON-0001152,email_reply,warm,7
EVT-00004629,CON-0001152,email_open,warm,8
EVT-00004630,CON-0001152,email_reply,warm,5
EVT-00004631,CON-0001152,email_reply,warm,16
EVT-00004632,CON-0001152,email_open,warm,4
EVT-00004633,CON-0001153,meeting,hot,0
EVT-00004634,CON-0001153,email_open,warm,13
EVT-00004635,CON-0001153,content_download,neutral,18
EVT-00004636,CON-0001154,email_open,hot,1
EVT-00004637,CON-0001154,meeting,neutral,9
EVT-00004638,CON-0001154,email_reply,warm,9
EVT-00004639,CON-0001155,email_open,hot,9
EVT-00004640,CON-0001155,email_open,hot,23
EVT-00004641,CON-0001156,content_download,hot,3
EVT-00004642,CON-0001156,meeting,neutral,52
EVT-00004643,CON-0001156,email_open,neutral,69
EVT-00004644,CON-0001157,email_reply,hot,12
EVT-00004645,CON-0001157,meeting,hot,25
EVT-00004646,CON-0001157,email_reply,hot,0
EVT-00004647,CON-0001157,content_download,hot,9
EVT-00004648,CON-0001158,meeting,hot,20
EVT-00004649,CON-0001158,email_open,neutral,2
EVT-00004650,CON-0001158,meeting,neutral,22
EVT-00004651,CON-0001159,email_reply,hot,7
EVT-00004652,CON-0001160,email_open,warm,43
EVT-00004653,CON-0001160,email_open,neutral,20
EVT-00004654,CON-0001160,email_reply,neutral,4
EVT-00004655,CON-0001161,email_open,neutral,7
EVT-00004656,CON-0001161,content_download,hot,40
EVT-00004657,CON-0001161,email_open,neutral,22
EVT-00004658,CON-0001161,email_reply,neutral,17
EVT-00004659,CON-0001161,email_open,cold,27
EVT-00004660,CON-0001162,email_reply,neutral,23
EVT-00004661,CON-0001162,email_reply,neutral,21
EVT-00004662,CON-0001162,content_download,neutral,45
EVT-00004663,CON-0001163,meeting,cold,22
EVT-00004664,CON-0001163,email_reply,cold,18
EVT-00004665,CON-0001163,content_download,cold,26
EVT-00004666,CON-0001163,content_download,hot,0
EVT-00004667,CON-0001164,meeting,warm,57
EVT-00004668,CON-0001164,content_download,hot,2
EVT-00004669,CON-0001164,meeting,cold,2
EVT-00004670,CON-0001165,meeting,neutral,19
EVT-00004671,CON-0001165,meeting,hot,18
EVT-00004672,CON-0001165,content_download,neutral,13
EVT-00004673,CON-0001165,meeting,warm,67
EVT-00004674,CON-0001165,email_open,hot,5
EVT-00004675,CON-0001165,meeting,hot,19
EVT-00004676,CON-0001166,email_reply,neutral,2
EVT-00004677,CON-0001166,email_open,neutral,28
EVT-00004678,CON-0001166,email_reply,cold,45
EVT-00004679,CON-0001166,email_reply,neutral,28
EVT-00004680,CON-0001166,email_open,neutral,11
EVT-00004681,CON-0001166,meeting,warm,9
EVT-00004682,CON-0001167,meeting,hot,14
EVT-00004683,CON-0001167,email_reply,warm,2
EVT-00004684,CON-0001167,meeting,warm,14
EVT-00004685,CON-0001167,email_open,warm,27
EVT-00004686,CON-0001167,email_open,neutral,6
EVT-00004687,CON-0001167,email_open,warm,14
EVT-00004688,CON-0001167,email_open,hot,29
EVT-00004689,CON-0001168,content_download,cold,5
EVT-00004690,CON-0001168,content_download,cold,1
EVT-00004691,CON-0001168,email_open,neutral,23
EVT-00004692,CON-0001168,email_reply,warm,22
EVT-00004693,CON-0001169,content_download,cold,25
EVT-00004694,CON-0001169,meeting,warm,27
EVT-00004695,CON-0001169,content_download,hot,19
EVT-00004696,CON-0001169,email_reply,cold,11
EVT-00004697,CON-0001169,email_reply,neutral,1
EVT-00004698,CON-0001170,content_download,hot,6
EVT-00004699,CON-0001170,content_download,warm,20
EVT-00004700,CON-0001170,email_reply,warm,34
EVT-00004701,CON-0001170,meeting,warm,30
EVT-00004702,CON-0001171,meeting,cold,22
EVT-00004703,CON-0001171,content_download,hot,27
EVT-00004704,CON-0001172,meeting,cold,21
EVT-00004705,CON-0001172,email_open,neutral,0
EVT-00004706,CON-0001172,meeting,cold,14
EVT-00004707,CON-0001173,email_reply,neutral,17
EVT-00004708,CON-0001173,meeting,warm,30
EVT-00004709,CON-0001173,email_open,hot,48
EVT-00004710,CON-0001174,content_download,hot,29
EVT-00004711,CON-0001174,meeting,warm,1
EVT-00004712,CON-0001174,email_open,hot,1
EVT-00004713,CON-0001174,email_open,warm,34
EVT-00004714,CON-0001175,email_open,hot,11
EVT-00004715,CON-0001175,meeting,warm,20
EVT-00004716,CON-0001175,content_download,neutral,13
EVT-00004717,CON-0001176,email_reply,neutral,6
EVT-00004718,CON-0001177,email_reply,warm,35
EVT-00004719,CON-0001177,meeting,hot,0
EVT-00004720,CON-0001178,content_download,cold,7
EVT-00004721,CON-0001178,content_download,warm,35
EVT-00004722,CON-0001178,meeting,hot,5
EVT-00004723,CON-0001179,content_download,warm,33
EVT-00004724,CON-0001179,meeting,hot,0
EVT-00004725,CON-0001179,email_open,warm,15
EVT-00004726,CON-0001179,email_open,hot,28
EVT-00004727,CON-0001179,meeting,warm,8
EVT-00004728,CON-0001179,content_download,hot,10
EVT-00004729,CON-0001179,meeting,neutral,5
EVT-00004730,CON-0001180,content_download,hot,5
EVT-00004731,CON-0001180,meeting,warm,5
EVT-00004732,CON-0001180,meeting,hot,2
EVT-00004733,CON-0001180,email_reply,hot,10
EVT-00004734,CON-0001180,meeting,warm,12
EVT-00004735,CON-0001181,meeting,cold,5
EVT-00004736,CON-0001181,meeting,neutral,7
EVT-00004737,CON-0001181,meeting,warm,4
EVT-00004738,CON-0001181,meeting,warm,105
EVT-00004739,CON-0001182,meeting,neutral,22
EVT-00004740,CON-0001182,email_open,hot,17
EVT-00004741,CON-0001182,content_download,neutral,2
EVT-00004742,CON-0001182,email_reply,warm,30
EVT-00004743,CON-0001182,content_download,cold,0
EVT-00004744,CON-0001183,email_open,warm,8
EVT-00004745,CON-0001183,meeting,warm,21
EVT-00004746,CON-0001184,meeting,warm,7
EVT-00004747,CON-0001184,content_download,neutral,1
EVT-00004748,CON-0001184,email_open,warm,4
EVT-00004749,CON-0001185,meeting,warm,4
EVT-00004750,CON-0001185,email_reply,cold,14
EVT-00004751,CON-0001187,content_download,hot,9
EVT-00004752,CON-0001187,content_download,warm,32
EVT-00004753,CON-0001187,content_download,hot,9
EVT-00004754,CON-0001187,content_download,warm,12
EVT-00004755,CON-0001187,content_download,hot,46
EVT-00004756,CON-0001187,meeting,hot,24
EVT-00004757,CON-0001188,meeting,neutral,31
EVT-00004758,CON-0001189,email_open,warm,82
EVT-00004759,CON-0001189,email_reply,cold,5
EVT-00004760,CON-0001189,meeting,cold,26
EVT-00004761,CON-0001190,email_reply,hot,14
EVT-00004762,CON-0001190,meeting,warm,3
EVT-00004763,CON-0001191,email_reply,cold,2
EVT-00004764,CON-0001192,email_reply,hot,21
EVT-00004765,CON-0001192,email_reply,cold,4
EVT-00004766,CON-0001192,content_download,cold,14
EVT-00004767,CON-0001192,email_reply,hot,24
EVT-00004768,CON-0001192,meeting,neutral,34
EVT-00004769,CON-0001193,email_open,hot,16
EVT-00004770,CON-0001193,email_reply,warm,49
EVT-00004771,CON-0001193,email_reply,neutral,8
EVT-00004772,CON-0001193,email_reply,hot,0
EVT-00004773,CON-0001193,content_download,hot,77
EVT-00004774,CON-0001194,email_reply,warm,4
EVT-00004775,CON-0001194,content_download,cold,26
EVT-00004776,CON-0001194,content_download,hot,29
EVT-00004777,CON-0001194,email_open,hot,7
EVT-00004778,CON-0001194,content_download,cold,5
EVT-00004779,CON-0001194,meeting,warm,24
EVT-00004780,CON-0001195,content_download,warm,21
EVT-00004781,CON-0001195,email_reply,hot,0
EVT-00004782,CON-0001195,email_reply,neutral,39
EVT-00004783,CON-0001196,meeting,neutral,55
EVT-00004784,CON-0001197,content_download,warm,1
EVT-00004785,CON-0001197,email_open,neutral,35
EVT-00004786,CON-0001197,meeting,hot,9
EVT-00004787,CON-0001198,content_download,cold,43
EVT-00004788,CON-0001198,meeting,hot,9
EVT-00004789,CON-0001198,meeting,cold,3
EVT-00004790,CON-0001199,meeting,hot,4
EVT-00004791,CON-0001199,email_reply,cold,11
EVT-00004792,CON-0001200,email_reply,neutral,19
EVT-00004793,CON-0001200,email_reply,hot,4
EVT-00004794,CON-0001200,email_reply,cold,7
EVT-00004795,CON-0001200,email_open,neutral,9
EVT-00004796,CON-0001200,content_download,warm,2
EVT-00004797,CON-0001201,content_download,cold,66
EVT-00004798,CON-0001201,email_reply,neutral,1
EVT-00004799,CON-0001202,content_download,cold,9
EVT-00004800,CON-0001202,email_reply,neutral,20
EVT-00004801,CON-0001202,email_open,hot,9
EVT-00004802,CON-0001202,email_reply,warm,7
EVT-00004803,CON-0001203,meeting,warm,14
EVT-00004804,CON-0001203,meeting,warm,23
EVT-00004805,CON-0001203,content_download,neutral,1
EVT-00004806,CON-0001204,content_download,warm,4
EVT-00004807,CON-0001204,content_download,warm,11
EVT-00004808,CON-0001205,meeting,hot,57
EVT-00004809,CON-0001205,content_download,hot,66
EVT-00004810,CON-0001205,email_open,hot,34
EVT-00004811,CON-0001205,email_reply,neutral,0
EVT-00004812,CON-0001205,content_download,hot,40
EVT-00004813,CON-0001205,meeting,warm,5
EVT-00004814,CON-0001205,email_open,warm,23
EVT-00004815,CON-0001205,email_open,hot,34
EVT-00004816,CON-0001205,email_open,warm,1
EVT-00004817,CON-0001206,email_open,hot,12
EVT-00004818,CON-0001206,email_open,neutral,0
EVT-00004819,CON-0001206,content_download,warm,10
EVT-00004820,CON-0001206,meeting,warm,4
EVT-00004821,CON-0001206,content_download,warm,16
EVT-00004822,CON-0001206,email_reply,hot,6
EVT-00004823,CON-0001206,email_reply,warm,23
EVT-00004824,CON-0001207,content_download,neutral,37
EVT-00004825,CON-0001207,email_reply,warm,23
EVT-00004826,CON-0001207,email_reply,neutral,16
EVT-00004827,CON-0001207,meeting,cold,28
EVT-00004828,CON-0001208,content_download,warm,3
EVT-00004829,CON-0001208,content_download,hot,17
EVT-00004830,CON-0001208,meeting,warm,72
EVT-00004831,CON-0001209,content_download,neutral,17
EVT-00004832,CON-0001209,email_reply,neutral,3
EVT-00004833,CON-0001209,meeting,warm,6
EVT-00004834,CON-0001209,meeting,neutral,37
EVT-00004835,CON-0001209,meeting,warm,37
EVT-00004836,CON-0001209,meeting,hot,14
EVT-00004837,CON-0001210,meeting,hot,15
EVT-00004838,CON-0001210,email_reply,warm,22
EVT-00004839,CON-0001210,content_download,hot,2
EVT-00004840,CON-0001210,content_download,hot,2
EVT-00004841,CON-0001211,email_open,hot,8
EVT-00004842,CON-0001211,content_download,cold,23
EVT-00004843,CON-0001211,email_reply,neutral,28
EVT-00004844,CON-0001211,meeting,neutral,58
EVT-00004845,CON-0001212,email_open,warm,3
EVT-00004846,CON-0001212,meeting,cold,49
EVT-00004847,CON-0001212,email_open,hot,17
EVT-00004848,CON-0001212,meeting,warm,11
EVT-00004849,CON-0001212,email_open,hot,35
EVT-00004850,CON-0001212,content_download,warm,46
EVT-00004851,CON-0001213,content_download,warm,9
EVT-00004852,CON-0001213,content_download,neutral,4
EVT-00004853,CON-0001214,email_open,cold,21
EVT-00004854,CON-0001214,content_download,cold,29
EVT-00004855,CON-0001215,meeting,neutral,5
EVT-00004856,CON-0001215,meeting,cold,7
EVT-00004857,CON-0001215,email_reply,cold,103
EVT-00004858,CON-0001215,email_reply,cold,12
EVT-00004859,CON-0001215,email_open,neutral,23
EVT-00004860,CON-0001215,meeting,warm,16
EVT-00004861,CON-0001215,email_reply,neutral,6
EVT-00004862,CON-0001215,email_reply,neutral,3
EVT-00004863,CON-0001215,meeting,hot,19
EVT-00004864,CON-0001216,content_download,hot,5
EVT-00004865,CON-0001216,content_download,hot,14
EVT-00004866,CON-0001216,email_reply,hot,29
EVT-00004867,CON-0001217,meeting,cold,12
EVT-00004868,CON-0001217,email_reply,neutral,57
EVT-00004869,CON-0001217,meeting,hot,16
EVT-00004870,CON-0001217,meeting,cold,1
EVT-00004871,CON-0001217,email_reply,cold,38
EVT-00004872,CON-0001217,email_open,cold,66
EVT-00004873,CON-0001217,email_open,warm,32
EVT-00004874,CON-0001218,meeting,neutral,26
EVT-00004875,CON-0001218,content_download,neutral,62
EVT-00004876,CON-0001218,content_download,hot,11
EVT-00004877,CON-0001218,meeting,warm,10
EVT-00004878,CON-0001218,content_download,neutral,53
EVT-00004879,CON-0001219,email_reply,warm,28
EVT-00004880,CON-0001219,email_reply,hot,49
EVT-00004881,CON-0001219,meeting,neutral,15
EVT-00004882,CON-0001219,content_download,cold,46
EVT-00004883,CON-0001220,email_open,hot,10
EVT-00004884,CON-0001220,email_open,warm,26
EVT-00004885,CON-0001220,meeting,hot,30
EVT-00004886,CON-0001221,email_open,hot,52
EVT-00004887,CON-0001222,email_reply,hot,17
EVT-00004888,CON-0001223,email_open,warm,1
EVT-00004889,CON-0001223,meeting,warm,4
EVT-00004890,CON-0001223,meeting,hot,15
EVT-00004891,CON-0001223,email_reply,neutral,13
EVT-00004892,CON-0001224,meeting,cold,6
EVT-00004893,CON-0001224,email_reply,cold,26
